ma_hoc_sinh,so_thich,ky_nang
SV0100,"lập kế hoạch học tập, du lịch, xem phim, học nhảy trên YouTube, thiền và yoga","tự động hóa quy trình bằng điều khiển thông minh, lập kế hoạch thuế và khai thuế, mã hóa dữ liệu cơ bản, thực hành CTF cơ bản, giao dịch chứng khoán"
SV0101,"nấu ăn, nghe podcast UX/UI, tập vẽ tay, tìm hiểu AI, tìm hiểu Blockchain","viết tài liệu SRS, triển khai ứng dụng web, ứng dụng trí tuệ nhân tạo trong kinh doanh, trình bày báo cáo, phân tích nghiệp vụ"
SV0102,"viết nhật ký phát triển bản thân, sưu tầm đồ công nghệ, tham gia workshop chuyên ngành, xem phân tích case startup, thử dựng infographic","làm việc nhóm, xây dựng hệ thống hỗ trợ ra quyết định, chạy quảng cáo cơ bản, thực hành CTF cơ bản, phân tích rủi ro tài chính"
SV0103,"xây web cá nhân, follow các dev trên YouTube, xem phim, tìm hiểu Blockchain, luyện kỹ năng phản biện","quản trị hệ thống Linux, vận hành hệ thống thương mại điện tử, định giá tài sản, kiểm thử bảo mật, lập kế hoạch thuế và khai thuế"
SV0104,"chơi game giải đố, đọc sách, chơi game mô phỏng (SimCity, Factorio...), follow fashion tech trends, thiết kế CV cá nhân đẹp","xử lý dữ liệu với Pandas, xây dựng mô hình học máy nâng cao, làm việc với Git, thực hành CTF cơ bản, quản lý đổi mới sáng tạo trong doanh nghiệp"
SV0105,"chơi game mô phỏng (SimCity, Factorio...), viết nhật ký phát triển bản thân, thiết kế CV cá nhân đẹp, theo dõi các trang TechCrunch, Hacker News, chơi Rubik","viết tài liệu SRS, kế toán tài chính doanh nghiệp, vẽ quy trình BPMN, thực hành CTF cơ bản, tạo báo cáo với Power BI"
SV0106,"tìm hiểu Blockchain, nghe podcast UX/UI, xem vlog du học ngành IT, tự học SQL, du lịch","viết nội dung marketing, phân tích hành vi du lịch và giải trí, xử lý dữ liệu với Pandas, lập trình Java, xây dựng hệ thống an toàn thông tin doanh nghiệp"
SV0107,"lập kế hoạch học tập, vọc Python, học nhảy trên YouTube, vẽ giao diện app, viết truyện ngắn","làm việc với Git, thiết kế UI/UX cho website, viết truy vấn SQL, chạy quảng cáo cơ bản, kiến trúc đô thị thông minh"
SV0108,"nấu ăn healthy, tham gia workshop chuyên ngành, viết blog công nghệ, trồng cây mini trong phòng, nghe nhạc indie","triển khai ứng dụng web, quản lý đổi mới sáng tạo trong doanh nghiệp, kiểm thử bảo mật, giao tiếp hiệu quả, vẽ biểu đồ với Matplotlib"
SV0109,"nấu ăn healthy, nghe nhạc indie, chụp ảnh sản phẩm, thiết kế poster, thử các quán cà phê mới","quản lý đơn hàng, định giá tài sản, giao tiếp hiệu quả, phân tích nghiệp vụ, làm việc với Git"
SV0110,"học nhảy trên YouTube, học ngoại ngữ mới, xem phim sci-fi, nấu ăn healthy, thử các quán cà phê mới","quản lý mật khẩu an toàn, phân tích hình ảnh và video trong truyền thông số, xây dựng mô hình học máy nâng cao, xây dựng hệ thống an toàn thông tin doanh nghiệp, quản trị nông nghiệp và bền vững"
SV0111,"tự học SQL, viết nhật ký phát triển bản thân, học nhảy trên YouTube, đạp xe buổi chiều, lập kế hoạch học tập","trình bày báo cáo, thiết kế UI/UX cho website, phân tích hành vi du lịch và giải trí, hiểu mô hình ERP, quản lý gian hàng online"
SV0112,"nghe lo-fi khi code, xem livestream hackathon, làm đồ handmade, quay Tiktok chia sẻ kiến thức, tập gym","phân tích log hệ thống, kế toán tài chính doanh nghiệp, định giá tài sản, ứng dụng hệ thống CRM, thiết kế UI/UX cho website"
SV0113,"chạy bộ Strava, thử dựng infographic, chơi Rubik, lập kế hoạch học tập, âm nhạc","xây dựng hệ thống hỗ trợ ra quyết định, quản lý quỹ đầu tư, phân tích hình ảnh và video trong truyền thông số, viết truy vấn SQL, tạo dashboard KPI"
SV0114,"xem phim sci-fi, quay Tiktok chia sẻ kiến thức, viết truyện ngắn, chơi game giải đố, theo dõi các trang TechCrunch, Hacker News","quản trị nông nghiệp và bền vững, phân tích dữ liệu định lượng, viết báo cáo, phân tích nghiệp vụ, giao dịch chứng khoán"
SV0115,"luyện kỹ năng phản biện, xem video phân tích dữ liệu, tham gia workshop chuyên ngành, học ngoại ngữ mới, tự học SQL","tự động hóa quy trình bằng điều khiển thông minh, phát hiện lỗ hổng OWASP, ứng dụng trí tuệ nhân tạo trong kinh doanh, viết tài liệu SRS, lập kế hoạch thuế và khai thuế"
SV0116,"vẽ digital art, chơi Rubik, nấu ăn, đọc sách, làm portfolio online","quản trị nông nghiệp và bền vững, hiểu cấu trúc dữ liệu & giải thuật, viết tài liệu SRS, tư duy phản biện, viết nội dung marketing"
SV0117,"viết báo cáo kỹ thuật, chơi nhạc cụ, vẽ giao diện app, chơi Rubik, học ngoại ngữ mới","quản trị nhân lực hiện đại, mã hóa dữ liệu cơ bản, quản lý dự án sáng tạo, định giá tài sản, kiểm thử bảo mật"
SV0118,"xem phân tích case startup, nghe lo-fi khi code, học kỹ năng nói trước đám đông, cắm trại, xem video TEDx","phân tích dữ liệu định lượng, phân tích nghiệp vụ, phát hiện lỗ hổng OWASP, hiểu mô hình ERP, làm việc nhóm"
SV0119,"follow fashion tech trends, viết blog cá nhân, học nhảy trên YouTube, viết content cho mạng xã hội, trồng cây mini trong phòng","kiến trúc đô thị thông minh, thiết kế trải nghiệm sự kiện, phân tích dữ liệu cho kinh doanh, giao dịch chứng khoán, vận hành hệ thống thương mại điện tử"
SV0120,"đọc sách self-help, tìm hiểu Blockchain, nghe lo-fi khi code, vẽ digital art, thiền và yoga","viết báo cáo, phân tích hành vi du lịch và giải trí, kế toán tài chính doanh nghiệp, phân tích hình ảnh và video trong truyền thông số, quản lý đơn hàng"
SV0121,"đạp xe buổi chiều, xem phim, xem video TEDx, chạy bộ Strava, nấu ăn healthy","quản lý gian hàng online, phân tích luật kinh tế và kinh doanh quốc tế, phân tích hình ảnh và video trong truyền thông số, phát hiện lỗ hổng OWASP, xây dựng hệ thống hỗ trợ ra quyết định"
SV0122,"nấu ăn healthy, nghe nhạc indie, luyện kỹ năng phản biện, tham gia workshop chuyên ngành, follow các dev trên YouTube","xử lý dữ liệu với Pandas, lập trình Java, ứng dụng trí tuệ nhân tạo trong kinh doanh, kiểm thử bảo mật, vẽ quy trình BPMN"
SV0123,"học ngoại ngữ mới, thiền và yoga, xem phim sci-fi, tập gym, chạy bộ Strava","quản lý logistics và chuỗi cung ứng, quản lý dự án sáng tạo, kiến trúc đô thị thông minh, xây dựng mô hình ML cơ bản, quản lý đổi mới sáng tạo trong doanh nghiệp"
SV0124,"làm đồ handmade, âm nhạc, chụp ảnh sản phẩm, chạy thử chatbot, thiền và yoga","vẽ quy trình BPMN, tạo dashboard KPI, mã hóa dữ liệu cơ bản, phân tích log hệ thống, kiến trúc đô thị thông minh"
SV0125,"đọc sách, học kỹ năng nói trước đám đông, xem phim sci-fi, nghe lo-fi khi code, làm đồ handmade","quản lý logistics và chuỗi cung ứng, quản trị nhân lực hiện đại, kiểm toán nội bộ và bên ngoài, lập kế hoạch thuế và khai thuế, lập trình Python"
SV0126,"nghe lo-fi khi code, tập vẽ tay, follow các dev trên YouTube, sưu tầm đồ công nghệ, xem vlog du học ngành IT","phân tích luật kinh tế và kinh doanh quốc tế, tự động hóa quy trình bằng điều khiển thông minh, kiểm thử bảo mật, làm việc nhóm, giao tiếp hiệu quả"
SV0127,"tự học SQL, xem livestream hackathon, làm đồ handmade, theo dõi các trang TechCrunch, Hacker News, viết báo cáo kỹ thuật","kiểm toán nội bộ và bên ngoài, vẽ biểu đồ với Matplotlib, giao dịch chứng khoán, quản lý mật khẩu an toàn, thiết kế trải nghiệm sự kiện"
SV0128,"thử các quán cà phê mới, nghe nhạc indie, nấu ăn, viết blog công nghệ, xem vlog du học ngành IT","phân tích luật kinh tế và kinh doanh quốc tế, hiểu mô hình ERP, tạo báo cáo với Power BI, xây dựng mô hình ML cơ bản, vẽ quy trình BPMN"
SV0129,"học ngoại ngữ mới, viết blog cá nhân, tập vẽ tay, thử các quán cà phê mới, viết báo cáo kỹ thuật","hiểu mô hình ERP, viết nội dung marketing, thực hành CTF cơ bản, tạo dashboard KPI, kiến trúc đô thị thông minh"
SV0130,"vọc Python, chơi game mô phỏng (SimCity, Factorio...), xem video phân tích dữ liệu, chạy bộ Strava, viết nhật ký phát triển bản thân","tích hợp tài chính công nghệ (FinTech), thiết kế UI/UX cho website, phát hiện lỗ hổng OWASP, kiểm thử bảo mật, quản lý logistics và chuỗi cung ứng"
SV0131,"làm đồ handmade, cắm trại, chơi Rubik, theo dõi các trang TechCrunch, Hacker News, chia sẻ kiến thức trên LinkedIn","làm việc nhóm, quản lý đổi mới sáng tạo trong doanh nghiệp, phân tích hành vi du lịch và giải trí, mã hóa dữ liệu cơ bản, ứng dụng trí tuệ nhân tạo trong kinh doanh"
SV0132,"xem video phân tích dữ liệu, chơi game giải đố, đọc sách self-help, tập vẽ tay, tham gia workshop chuyên ngành","tạo dashboard KPI, phát hiện lỗ hổng OWASP, chạy quảng cáo cơ bản, định giá tài sản, quản lý dự án sáng tạo"
SV0133,"xem phim, nấu ăn healthy, xem livestream hackathon, du lịch, đọc sách","thiết kế UI/UX cho website, kiểm thử bảo mật, tích hợp tài chính công nghệ (FinTech), phân tích luật kinh tế và kinh doanh quốc tế, quản lý dự án sáng tạo"
SV0134,"viết blog công nghệ, xây web cá nhân, thiết kế poster, tập gym, làm video dạng slide ngắn","phân tích rủi ro tài chính, vẽ biểu đồ với Matplotlib, phân tích log hệ thống, xây dựng mô hình ML cơ bản, triển khai ứng dụng web"
SV0135,"viết nhật ký phát triển bản thân, đọc sách, follow các dev trên YouTube, xem phim, xây web cá nhân","phân tích hành vi người dùng, quản lý thời gian, triển khai ứng dụng web, tự động hóa quy trình bằng điều khiển thông minh, xây dựng hệ thống an toàn thông tin doanh nghiệp"
SV0136,"vẽ digital art, tập vẽ tay, đọc sách, xem phân tích case startup, nấu ăn","xây dựng hệ thống an toàn thông tin doanh nghiệp, quản trị hệ thống Linux, tự động hóa quy trình bằng điều khiển thông minh, tích hợp tài chính công nghệ (FinTech), thực hành CTF cơ bản"
SV0137,"chơi game mô phỏng (SimCity, Factorio...), nghe nhạc indie, follow fashion tech trends, tìm hiểu AI, viết nhật ký phát triển bản thân","thực hành CTF cơ bản, tư duy phản biện, phân tích hành vi người dùng, tự động hóa quy trình bằng điều khiển thông minh, quản lý mật khẩu an toàn"
SV0138,"chạy thử chatbot, làm portfolio online, thử các quán cà phê mới, đạp xe buổi chiều, vẽ tranh tay","quản lý đơn hàng, phát hiện lỗ hổng OWASP, xây dựng mô hình học máy nâng cao, kiểm toán nội bộ và bên ngoài, vẽ biểu đồ với Matplotlib"
SV0139,"chia sẻ kiến thức trên LinkedIn, thử dựng infographic, thiết kế poster, tìm hiểu Blockchain, âm nhạc","hiểu cấu trúc dữ liệu & giải thuật, viết báo cáo, kế toán tài chính doanh nghiệp, tạo báo cáo với Power BI, làm việc nhóm"
SV0140,"vẽ digital art, vẽ tranh, luyện kỹ năng phản biện, chơi game, cắm trại","làm việc nhóm, lập trình Java, xử lý dữ liệu với Pandas, quản trị nông nghiệp và bền vững, tự động hóa quy trình bằng điều khiển thông minh"
SV0141,"xem vlog du học ngành IT, đạp xe buổi chiều, thể thao, thiền và yoga, làm đồ handmade","hiểu mô hình ERP, vận hành hệ thống thương mại điện tử, xây dựng mô hình ML cơ bản, giao dịch chứng khoán, phân tích hành vi du lịch và giải trí"
SV0142,"viết blog cá nhân, nấu ăn healthy, đạp xe buổi chiều, follow fashion tech trends, nghe lo-fi khi code","tạo báo cáo với Power BI, tự động hóa quy trình bằng điều khiển thông minh, triển khai ứng dụng web, kiểm toán nội bộ và bên ngoài, ứng dụng hệ thống CRM"
SV0143,"follow các dev trên YouTube, viết blog công nghệ, sưu tầm đồ công nghệ, chụp ảnh sản phẩm, chơi nhạc cụ","tích hợp tài chính công nghệ (FinTech), thiết kế UI/UX cho website, tư duy phản biện, quản trị nông nghiệp và bền vững, phân tích nghiệp vụ"
SV0144,"chơi nhạc cụ, chạy bộ Strava, xem phân tích case startup, xem video phân tích dữ liệu, xem phim sci-fi","giao tiếp hiệu quả, tư duy phản biện, kiểm toán nội bộ và bên ngoài, quản lý quỹ đầu tư, quản lý mật khẩu an toàn"
